id_estacion,nombre_calle,lat,lon,altitud,direccion,cruce_calles,codigo_postal,index_right,codigo_distrito,nombre_distrito
186,"C/CONSELL DE CENT, 6",41.3755503,2.1439036,27.0,"C/CONSELL DE CENT, 6",03-Sants-Montjuïc/15-Hostafrancs,8014.0,3,03,Sants-Montjuïc
187,"C/ DE SANT PAU, 89 - 97",41.3768806,2.1698206,5.0,"C/ DE SANT PAU, 89 - 97",01-CiutatVella/01-el Raval,8001.0,1,01,Ciutat Vella
188,PG. SANT ANTONI /PL. SANTS,41.3756948,2.1358571,30.0,PG. SANT ANTONI /PL. SANTS,03-Sants-Montjuïc/18-Sants,8014.0,3,03,Sants-Montjuïc
189,"C/ BRUC, 130",41.3969839,2.1661852,34.0,"C/ BRUC, 130",02-Eixample/07-la Dreta de l'Eixample,8037.0,2,02,Eixample
190,"AV. LITORAL, 72",41.3961412,2.2078439,6.0,"AV. LITORAL, 72",10-SantMartí/68-el Poblenou,8005.0,10,10,Sant Martí
191,"C/ ENTENÇA, 137",41.381951,2.147474,15.0,"C/ ENTENÇA, 137",02-Eixample/09-la Nova Esquerra de l'Eixample,8015.0,2,02,Eixample
192,"C/ JOAN GÜELL, 50",41.3786364,2.1335494,33.0,"C/ JOAN GÜELL, 50",03-Sants-Montjuïc/18-Sants,8028.0,3,03,Sants-Montjuïc
193,"C/ FÍGOLS, 1",41.3812979,2.1289917,41.0,"C/ FÍGOLS, 1",04-LesCorts/19-les Corts,8028.0,4,04,Les Corts
194,"C/ JOAN GÜELL, 98",41.3812001,2.1323612,38.0,"C/ JOAN GÜELL, 98",04-LesCorts/19-les Corts,8028.0,4,04,Les Corts
195,"C/ VALLESPIR, 130",41.3821371,2.1354149,38.0,"C/ VALLESPIR, 130",04-LesCorts/19-les Corts,8014.0,4,04,Les Corts
196,"C/ BERLÍN, 38",41.3832609,2.1392662,38.0,"C/ BERLÍN, 38",03-Sants-Montjuïc/18-Sants,8029.0,3,03,Sants-Montjuïc
197,"C/ GELABERT, 1",41.3871579,2.1410945,47.0,"C/ GELABERT, 1",04-LesCorts/19-les Corts,8029.0,4,04,Les Corts
198,"C/ VALLESPIR, 194",41.3847113,2.1334379,48.0,"C/ VALLESPIR, 194",04-LesCorts/19-les Corts,8014.0,4,04,Les Corts
199,"C/ MEJÍA LEQUERICA, 2",41.3819739,2.1268625,47.0,"C/ MEJÍA LEQUERICA, 2",04-LesCorts/20-la Maternitat i Sant Ramon,8028.0,4,04,Les Corts
200,"C/ JOAN GÜELL, 174",41.3839045,2.1312876,47.0,"C/ JOAN GÜELL, 174",04-LesCorts/19-les Corts,8028.0,4,04,Les Corts
201,"C/ NUMÀNCIA, 136",41.3878061,2.1344218,55.0,"C/ NUMÀNCIA, 136",04-LesCorts/19-les Corts,8029.0,4,04,Les Corts
202,"C/ DE LES CORTS, 20",41.3854466,2.1288753,52.0,"C/ DE LES CORTS, 20",04-LesCorts/19-les Corts,8028.0,4,04,Les Corts
203,"AV. DIAGONAL, 668",41.3887069,2.1285766,64.0,"AV. DIAGONAL, 668",04-LesCorts/19-les Corts,8034.0,4,04,Les Corts
204,"AV. DIAGONAL, 672",41.3880355,2.1256248,63.0,"AV. DIAGONAL, 672",04-LesCorts/21-Pedralbes,8034.0,4,04,Les Corts
205,"C/ DE CAN SEGALAR, 4",41.3879413310938,2.13059591593856,,"C/ DE CAN SEGALAR, 4",04-LesCorts/19-les Corts,8028.0,4,04,Les Corts
206,"AV. DIAGONAL, 650",41.3897943,2.1328634,62.0," AV. DIAGONAL, 650",04-LesCorts/19-les Corts,8017.0,4,04,Les Corts
207,"AV. DIAGONAL, 634",41.3908477,2.136579,62.0,"AV. DIAGONAL, 634",04-LesCorts/19-les Corts,8017.0,4,04,Les Corts
208,"AV. DIAGONAL, 630",41.3915195,2.1390667,59.0,"AV. DIAGONAL, 630",05-Sarrià-StGervasi/26-Sant Gervasi - Galvany,8017.0,5,05,Sarrià-Sant Gervasi
209,"C/ DIPUTACIÓ, 200",41.3857425,2.1610515,23.0,"C/ DIPUTACIÓ, 200",02-Eixample/08-l'Antiga Esquerra de l'Eixample,8011.0,2,02,Eixample
210,"C/ VILARDELL, 18",41.3745238,2.1422556,22.0,"C/ VILARDELL, 18",03-Sants-Montjuïc/15-Hostafrancs,8014.0,3,03,Sants-Montjuïc
211,"C/ SANCHO DE ÁVILA, 60-64",41.3987543,2.1902116,5.0,"C/ SANCHO DE ÁVILA, 60-64",10-SantMartí/66-el Parc i la Llacuna del Poblenou,8018.0,10,10,Sant Martí
212,"AV. SARRIÀ, 163",41.3922355,2.1309272,75.0,"AV. SARRIÀ, 163",04-LesCorts/19-les Corts,8017.0,4,04,Les Corts
213,"C/ SANTA FE DE NOU MÈXIC, 2",41.3935816,2.1345892,70.0,"C/ SANTA FE DE NOU MÈXIC, 2",05-Sarrià-StGervasi/24-les Tres Torres,8017.0,5,05,Sarrià-Sant Gervasi
214,"C/ JOSÉ DE  AGULLÓ, 9",41.3952027,2.1334873,72.0,"C/ JOSÉ DE  AGULLÓ, 9",05-Sarrià-StGervasi/24-les Tres Torres,8017.0,5,05,Sarrià-Sant Gervasi
215,"C/ GANDUXER, 29",41.3939378,2.1380304,65.0,"C/ GANDUXER, 29",05-Sarrià-StGervasi/26-Sant Gervasi - Galvany,8021.0,5,05,Sarrià-Sant Gervasi
216,"C/ MADRAZO, 131",41.3967824,2.1445567,63.0,"C/ MADRAZO, 131",05-Sarrià-StGervasi/26-Sant Gervasi - Galvany,8021.0,5,05,Sarrià-Sant Gervasi
217,"C/ RECTOR UBACH, 24",41.3985735,2.1440826,75.0,"C/ RECTOR UBACH, 24",05-Sarrià-StGervasi/26-Sant Gervasi - Galvany,8021.0,5,05,Sarrià-Sant Gervasi
218,"C/ CONSELL DE CENT, 566",41.4040364,2.183145,17.0,"C/ CONSELL DE CENT, 566",02-Eixample/06-la Sagrada Família,8013.0,2,02,Eixample
219,"C/ LAFORJA, 74-76",41.3976165,2.1471724,67.0,"C/ LAFORJA, 74-76",05-Sarrià-StGervasi/26-Sant Gervasi - Galvany,8021.0,5,05,Sarrià-Sant Gervasi
220,"C/ TUSET, 19",41.3960982,2.1513154,53.0,"C/ TUSET, 19",05-Sarrià-StGervasi/26-Sant Gervasi - Galvany,8006.0,5,05,Sarrià-Sant Gervasi
221,"GRAN DE GRÀCIA, 155 (METRO FONTANA)",41.4025392,2.1524704,68.0,"GRAN DE GRÀCIA, 155 (METRO FONTANA)",06-Gràcia/31-la Vila de Gràcia,8012.0,6,06,Gràcia
222,"C/ DEL CANÓ, 1",41.4013296,2.1574439,58.0,"C/ DEL CANÓ, 1",06-Gràcia/31-la Vila de Gràcia,8012.0,6,06,Gràcia
223,"C/ DE BONAVISTA, 14",41.3983444,2.1598243,48.0,"C/ DE BONAVISTA, 14",06-Gràcia/31-la Vila de Gràcia,8012.0,6,06,Gràcia
224,"C / GIRONA, 176",41.3999967,2.1644531,40.0,"C / GIRONA, 176",02-Eixample/07-la Dreta de l'Eixample,8037.0,2,02,Eixample
225,"C/ VILADOMAT, 200",41.3848102114671,2.15080712464522,28.0,"C/ VILADOMAT, 200",02-Eixample/09-la Nova Esquerra de l'Eixample,8029.0,2,02,Eixample
226,"C/ MONTMANY, 1",41.4035608,2.1609345,52.0,"C/ MONTMANY, 1",06-Gràcia/31-la Vila de Gràcia,8012.0,6,06,Gràcia
227,"C/ DEL TORRENT DE LES FLORS, 102",41.4078456,2.1586704,69.0,"C/ DEL TORRENT DE LES FLORS, 102",06-Gràcia/31-la Vila de Gràcia,8024.0,6,06,Gràcia
228,"PL. DEL NORD, 5",41.4068417,2.1558354,73.0,"PL. DEL NORD, 5",06-Gràcia/31-la Vila de Gràcia,8024.0,6,06,Gràcia
229,"C/ DE LA SANTACREU, 2 (PL. DE LA VIRREINA)",41.4050968,2.1569161,68.0,"C/ DE LA SANTACREU, 2 (PL. DE LA VIRREINA)",06-Gràcia/31-la Vila de Gràcia,8024.0,6,06,Gràcia
230,"C/ DE NIL FABRA, 16-20",41.4059356,2.1517977,80.0,"C/ DE NIL FABRA, 16-20",06-Gràcia/31-la Vila de Gràcia,8012.0,6,06,Gràcia
231,"C/ PAU ALSINA, 54",41.4092005,2.16400285,65.0,"C/ PAU ALSINA, 54",06-Gràcia/32-el Camp d'en Grassot i Gràcia Nova,8025.0,6,06,Gràcia
232,"C/ PALAUDÀRIES, 2",41.3744999703376,2.17302554571611,6.0,"C/ PALAUDÀRIES, 2",03-Sants-Montjuïc/11-el Poble-sec,8004.0,3,03,Sants-Montjuïc
233,"C/ NOU DE LA RAMBLA, 164",41.3719688,2.1667829,21.0,"C/ NOU DE LA RAMBLA, 164",03-Sants-Montjuïc/11-el Poble-sec,8004.0,3,03,Sants-Montjuïc
234,"PG. DE L´EXPOSICIÓ,34",41.371532,2.162203,31.0,"PG. DE L´EXPOSICIÓ, 34",03-Sants-Montjuïc/11-el Poble-sec,8004.0,3,03,Sants-Montjuïc
235,"AV. PARAL.LEL, 98",41.3751767,2.1658972,10.0,"AV. PARAL.LEL, 98",02-Eixample/11-el Poble-sec,8015.0,2,02,Eixample
236,"AV. PARAL.LEL, 194",41.3751161,2.1523091,24.0,"AV. PARAL.LEL, 194",02-Eixample/10-Sant Antoni,8015.0,2,02,Eixample
237,"C/ RIUS I TAULET, 4",41.3727426,2.1539198,33.0,"C/ RIUS I TAULET, 4",03-Sants-Montjuïc/11-el Poble-sec,8004.0,3,03,Sants-Montjuïc
238,"C/ ESPRONCEDA, 298",41.4158807,2.1908473,16.0,"C/ ESPRONCEDA, 298",09-SantAndreu/63-Navas,8027.0,9,09,Sant Andreu
239,"C/ INDÚSTRIA, 329",41.4172922,2.1844769,31.0,"C/ INDÚSTRIA, 329",09-SantAndreu/63-Navas,8027.0,9,09,Sant Andreu
240,"C/ JOSEP ESTIVILL, 32",41.4175595,2.1877153,23.0,"C/ JOSEP ESTIVILL, 32",09-SantAndreu/63-Navas,8027.0,9,09,Sant Andreu
241,"C/ TEODOR LLORENTE, 1",41.419178,2.18018,44.0,"C/ TEODOR LLORENTE, 1",07-Horta-Guinardó/35-el Guinardó,8041.0,7,07,Horta-Guinardó
242,"C/ RAMON ALBÓ, 1",41.4244527,2.1773157,56.0,"C/ RAMON ALBÓ, 1",09-SantAndreu/62-el Congrés i els Indians,8027.0,9,09,Sant Andreu
243,"C/ ALEXANDRE GALÍ, 1-5",41.4239719,2.1812399,42.0,"C/ ALEXANDRE GALÍ, 1-5",09-SantAndreu/62-el Congrés i els Indians,8027.0,9,09,Sant Andreu
244,"C/ FELIP II, 214",41.426925,2.1786224,44.0,"C/ FELIP II, 214",09-SantAndreu/62-el Congrés i els Indians,8027.0,9,09,Sant Andreu
246," C/ GARCILASO, 77",41.4228449,2.1866363,30.0,"C/ GARCILASO, 77",09-SantAndreu/61-la Sagrera,8027.0,9,09,Sant Andreu
247,"C/ FELIPE II, 112",41.4219291,2.1849107,32.0,"C/ FELIPE II, 112",09-SantAndreu/61-la Sagrera,8027.0,9,09,Sant Andreu
248,"C/ PALÈNCIA, 31",41.4182129,2.1904005,18.0,"C/ PALÈNCIA, 31",09-SantAndreu/61-la Sagrera,8027.0,9,09,Sant Andreu
249,"C/ ANTILLES, 8",41.4250835,2.1872818,21.0,"C/ ANTILLES, 8",09-SantAndreu/61-la Sagrera,8027.0,9,09,Sant Andreu
250,"C/ PORTUGAL, 3",41.4258248,2.191206,25.0,"C/ PORTUGAL, 3",09-SantAndreu/61-la Sagrera,8027.0,9,09,Sant Andreu
251,"C/ CARDENAL TEDESCHINI, 13",41.4253643,2.1852073,35.0,"C/ CARDENAL TEDESCHINI, 13",09-SantAndreu/61-la Sagrera,8027.0,9,09,Sant Andreu
252,"RAMBLA DE L'ONZE DE SETEMBRE, 31",41.4298991,2.1932159,24.0,"RAMBLA DE L'ONZE DE SETEMBRE, 31",09-SantAndreu/60-Sant Andreu,8030.0,9,09,Sant Andreu
253,"C/ ONZE DE SETEMBRE, 37-39",41.4298614,2.1922011,25.0,"C/ ONZE DE SETEMBRE, 37-39",09-SantAndreu/60-Sant Andreu,8030.0,9,09,Sant Andreu
254,"RAMBLA DE L'ONZE DE SETEMBRE, 69",41.4299999,2.190246,26.0,"RAMBLA DE L'ONZE DE SETEMBRE, 69",09-SantAndreu/60-Sant Andreu,8030.0,9,09,Sant Andreu
255,"C/ IRLANDA, 34",41.4315,2.18579,30.0,"C/ IRLANDA, 34",09-SantAndreu/60-Sant Andreu,8030.0,9,09,Sant Andreu
256,"C/ MALATS, 28-30",41.4361251,2.1894423,25.0,"C/ MALATS, 28-30",09-SantAndreu/60-Sant Andreu,8030.0,9,09,Sant Andreu
257,"C/ SANT ADRIÀ, 2-8",41.433934,2.1896502,27.0,"C/ SANT ADRIÀ, 2-8",09-SantAndreu/60-Sant Andreu,8030.0,9,09,Sant Andreu
258,"C/ FERNANDO PESSOA, 41",41.4419866639024,2.19295764171618,23.5,"C/ FERNANDO PESSOA, 41",09-SantAndreu/60-Sant Andreu,8030.0,9,09,Sant Andreu
259,"C/ DE BARTRINA, 14",41.4391174,2.1858025,34.0,"C/ DE BARTRINA, 14",09-SantAndreu/60-Sant Andreu,8030.0,9,09,Sant Andreu
260,"CARRER DEL CINCA, 7",41.4356895,2.1920873,22.0,"CARRER DEL CINCA, 7",09-SantAndreu/60-Sant Andreu,8030.0,9,09,Sant Andreu
261,"C/ VILLARROEL, 39",41.3821314,2.1606534,17.0,"C/ VILLARROEL, 39",02-Eixample/10-Sant Antoni,8011.0,2,02,Eixample
262,"C/ ENTENÇA, 70",41.3790954665734,2.1516210083712,21.0,"C/ ENTENÇA, 70",02-Eixample/09-la Nova Esquerra de l'Eixample,8015.0,2,02,Eixample
263,"PG. TORRAS I BAGES, 29",41.4378773,2.1910691,23.0,"PG. TORRAS I BAGES, 29",09-SantAndreu/60-Sant Andreu,8030.0,9,09,Sant Andreu
264,"C/ FERRAN JUNOY, 10",41.4381892,2.1953884,,"C/ FERRAN JUNOY, 10",09-SantAndreu/59-el Bon Pastor,8030.0,9,09,Sant Andreu
265,"C/ CASANOVA, 55",41.3847738,2.1592566,23.0,"C/ CASANOVA, 55",02-Eixample/08-l'Antiga Esquerra de l'Eixample,8011.0,2,02,Eixample
266,"C/ RIERA D'HORTA, 2",41.427591,2.183966,38.0,"C/ RIERA D'HORTA, 2",09-SantAndreu/62-el Congrés i els Indians,8027.0,9,09,Sant Andreu
267,"PG. TORRAS I BAGES, 129",41.4433647,2.1906302,29.0,"PG. TORRAS I BAGES, 129",09-SantAndreu/60-Sant Andreu,8030.0,9,09,Sant Andreu
268,"C/ FERNANDO PESSOA, 72",41.4457195,2.1929816,26.0,"C/ FERNANDO PESSOA, 72",09-SantAndreu/60-Sant Andreu,8030.0,9,09,Sant Andreu
269,"VIA BARCINO, 121",41.448152,2.19294,26.0,"VIA BARCINO, 121",09-SantAndreu/57-la Trinitat Vella,8033.0,9,09,Sant Andreu
270,"CRTA. DE RIBES, 77 (TRINITAT VELLA)",41.4486328,2.1898372,35.0,"270 - CRTA. DE RIBES, 77 (TRINITAT VELLA)",09-SantAndreu/57-la Trinitat Vella,8033.0,9,09,Sant Andreu
271,"VIA DE BÀRCINO, 54",41.45137,2.1922985,,"VIA DE BÀRCINO, 54",09-SantAndreu/57-la Trinitat Vella,8033.0,9,09,Sant Andreu
272,"C/ CONCEPCIÓ ARENAL, 281",41.4325013,2.1842021,32.0,"C/ CONCEPCIÓ ARENAL, 281",09-SantAndreu/60-Sant Andreu,8033.0,9,09,Sant Andreu
273,"AV. MERIDIANA, 404",41.4304126,2.1834174,38.0,"AV. MERIDIANA, 404",09-SantAndreu/60-Sant Andreu,8030.0,9,09,Sant Andreu
274,"RAMBLA FABRA I PUIG, 67",41.4299201,2.1849813,33.0,"RAMBLA FABRA I PUIG, 67",09-SantAndreu/60-Sant Andreu,8030.0,9,09,Sant Andreu
275,"AV. RIO DE JANEIRO, 3",41.43068,2.1821802,38.0,"AV. RIO DE JANEIRO, 3",08-NouBarris/45-Porta,8016.0,8,08,Nou Barris
276,PLAÇA ALFONS X EL SAVI / RONDA DEL GUIN,41.4121345,2.1652216,88.0,PLAÇA ALFONS X EL SAVI / RONDA DEL GUINARDO,07-Horta-Guinardó/33-el Baix Guinardó,8024.0,7,07,Horta-Guinardó
277,"TRAVESSERA DE GRÀCIA, 328",41.4082107,2.1689962,60.0,"TRAVESSERA DE GRÀCIA, 328",07-Horta-Guinardó/33-el Baix Guinardó,8025.0,7,07,Horta-Guinardó
278,"TRAVESSERA DE GRÀCIA, 368",41.4098842,2.1715285,59.0,"TRAVESSERA DE GRÀCIA, 368",07-Horta-Guinardó/33-el Baix Guinardó,8025.0,7,07,Horta-Guinardó
279,"C/ MAS CASANOVAS, 137",41.4158995,2.1745567,75.0,"C/ MAS CASANOVAS, 137",07-Horta-Guinardó/35-el Guinardó,8041.0,7,07,Horta-Guinardó
280,"C/ SANT ANTONI Mª CLARET, 290-296",41.4138664,2.1777274,49.0,"C/ SANT ANTONI Mª CLARET, 290-296",07-Horta-Guinardó/35-el Guinardó,8041.0,7,07,Horta-Guinardó
281,"C/ D'ESCORNALBOU, 51",41.4180789,2.1763994,74.0,"C/ D'ESCORNALBOU, 51",07-Horta-Guinardó/35-el Guinardó,8041.0,7,07,Horta-Guinardó
282,"PG. FONT D´EN- FARGAS, 1",41.4275514,2.1659881,75.0,"PG. FONT D´EN- FARGAS, 1",07-Horta-Guinardó/36-la Font d'en Fargues,8031.0,7,07,Horta-Guinardó
283,"C/ FULTON, 1",41.4297231,2.1617032,76.0,"C/ FULTON, 1",07-Horta-Guinardó/43-Horta,8032.0,7,07,Horta-Guinardó
284,"AV. DIAGONAL, 652",41.389462,2.1314948,63.0,"AV. DIAGONAL, 652",04-LesCorts/19-les Corts,8034.0,4,04,Les Corts
285,"C/ MALATS, 98-100",41.4366708,2.186105,35.0,"C/ MALATS, 98-100",09-SantAndreu/60-Sant Andreu,8030.0,9,09,Sant Andreu
286,"C/ BOLÍVIA, 76",41.4030225,2.1913538,7.0,"C/ BOLÍVIA, 76",10-SantMartí/66-el Parc i la Llacuna del Poblenou,8018.0,10,10,Sant Martí
287,"GRAN VIA DE LES CORTS CATALANES, 632",41.3890626,2.1679313,22.0,"GRAN VIA DE LES CORTS CATALANES, 632",02-Eixample/07-la Dreta de l'Eixample,8007.0,2,02,Eixample
288,PL. VIRREI AMAT,41.4296439,2.174444,55.0,PL. VIRREI AMAT,08-NouBarris/44-Vilapicina i la Torre Llobeta,8016.0,8,08,Nou Barris
289,"C/ MÚRCIA, 64",41.4166982,2.1909952,17.0,"C/ MÚRCIA, 64",09-SantAndreu/63-Navas,8027.0,9,09,Sant Andreu
290,"PL. DELS JARDINS D'ALFÀBIA, 1",41.4373376,2.1740962,66.0,"PL. DELS JARDINS D'ALFÀBIA, 1",08-NouBarris/45-Porta,8016.0,8,08,Nou Barris
291,"C/ CUBELLES, 2",41.426078,2.1751572,57.0,"C/ CUBELLES, 2",08-NouBarris/44-Vilapicina i la Torre Llobeta,8031.0,8,08,Nou Barris
292,"C/ AMILCAR, 1",41.4300161,2.1720191,61.0,"C/ AMILCAR, 1",08-NouBarris/44-Vilapicina i la Torre Llobeta,8031.0,8,08,Nou Barris
293,"C/ GRANOLLERS, 1",41.4283127,2.1629889,78.0,"C/ GRANOLLERS, 1",07-Horta-Guinardó/43-Horta,8032.0,7,07,Horta-Guinardó
294,SEU DEL DISTRICTE (NOU BARRIS),41.4363473,2.1706752,72.0,SEU DEL DISTRICTE (NOU BARRIS),08-NouBarris/48-la Guineueta,8042.0,8,08,Nou Barris
295,"C/ SANT ISCLE, 60",41.433384,2.1716309,61.0,"C/ SANT ISCLE, 60",08-NouBarris/46-el Turó de la Peira,8031.0,8,08,Nou Barris
296,"C/ DE ROSSELLÓ I PORCEL, 1 | AV. MERIDIANA",41.4364887,2.1841014,41.0,"C/ DE ROSSELLÓ I PORCEL, 1 | AV. MERIDIANA",08-NouBarris/45-Porta,8016.0,8,08,Nou Barris
297,"C/ TURÓ BLAU, 1-3",41.4388223,2.1767828,62.0,"C/ TURÓ BLAU, 1-3",08-NouBarris/52-la Prosperitat,8016.0,8,08,Nou Barris
298,"C/ ANDREU NIN, 22",41.4347233,2.1817718,41.0,"C/ ANDREU NIN, 22",08-NouBarris/45-Porta,8016.0,8,08,Nou Barris
299,"C/ DE L'ESCULTOR ORDÓÑEZ, 55",41.4340849,2.1748267,53.0,"C/ DE L'ESCULTOR ORDÓÑEZ, 55",08-NouBarris/45-Porta,8016.0,8,08,Nou Barris
300,"C/ DE MALADETA, 1",41.4315843,2.1769107,44.0,"C/ DE MALADETA, 1",08-NouBarris/45-Porta,8016.0,8,08,Nou Barris
301,"C/ MARIE CURIE, 8-14",41.4366871,2.1693134,73.0,"C/ MARIE CURIE, 8-14",08-NouBarris/48-la Guineueta,8042.0,8,08,Nou Barris
302,"C/ CAVALLERS, 41",41.3906352,2.111541,111.0,"C/ CAVALLERS, 41",04-LesCorts/21-Pedralbes,8034.0,4,04,Les Corts
303,"C/ CAVALLERS, 67",41.3934324,2.115107,101.0,"C/ CAVALLERS, 67",04-LesCorts/21-Pedralbes,8034.0,4,04,Les Corts
304,"PG. MANUEL GIRONA, 7",41.39038,2.121,78.0,"PG. MANUEL GIRONA, 7",04-LesCorts/23-Sarrià,8034.0,5,05,Sarrià-Sant Gervasi
305,"AV. DIAGONAL, 680",41.3875297,2.1237141,65.0,"AV. DIAGONAL, 680",04-LesCorts/21-Pedralbes,8034.0,4,04,Les Corts
306,"C/ DOCTOR SALVADOR CARDENAL, 1-5",41.3853868,2.122893,60.0,"C/ DOCTOR SALVADOR CARDENAL, 1-5",04-LesCorts/20-la Maternitat i Sant Ramon,8028.0,4,04,Les Corts
307,C/ PINTOR RIBALTA | AV. XILE,41.3791986,2.1135824,60.0,C/ PINTOR RIBALTA | AV. XILE,04-LesCorts/20-la Maternitat i Sant Ramon,8028.0,4,04,Les Corts
308,"C/ CARDENAL REIG, 11",41.37684,2.114029,54.0,"C/ CARDENAL REIG, 11",04-LesCorts/20-la Maternitat i Sant Ramon,8028.0,4,04,Les Corts
309,"C/ SANT RAMON NONAT,  26",41.3770199,2.1169828,50.0,"C/ SANT RAMON NONAT,  26",04-LesCorts/20-la Maternitat i Sant Ramon,8028.0,4,04,Les Corts
310,C/ JOSEP SAMITIER | AV. JOAN XXIII,41.3812111,2.1190863,46.0,C/ JOSEP SAMITIER | AV. JOAN XXIII,04-LesCorts/20-la Maternitat i Sant Ramon,8028.0,4,04,Les Corts
311,"C/ GALLEGO, 2",41.3785631,2.1202487,43.0,"C/ GALLEGO, 2",04-LesCorts/20-la Maternitat i Sant Ramon,8028.0,4,04,Les Corts
312,"C/ ARIZALA, 77",41.3789061,2.1233038,40.0,"C/ ARIZALA, 77",04-LesCorts/20-la Maternitat i Sant Ramon,8028.0,4,04,Les Corts
313,"C/ FELIU DE CASANOVA, 1",41.3754188,2.1297823,28.0,"C/ FELIU DE CASANOVA, 1",03-Sants-Montjuïc/17-Sants - Badal,8028.0,3,03,Sants-Montjuïc
314,"RAMBLA DEL BRASIL, 44",41.3783067,2.1297303,35.0,"RAMBLA DEL BRASIL, 44",03-Sants-Montjuïc/18-Sants,8028.0,3,03,Sants-Montjuïc
315,"C/ DEL GUINARDÓ, 32-38",41.4156285,2.1817876,38.0,"C/ DEL GUINARDÓ, 32-38",10-SantMartí/64-el Camp de l'Arpa del Clot,8041.0,10,10,Sant Martí
316,"C/ CANTÀBRIA, 55",41.4224015,2.198071,9.0,"C/ CANTÀBRIA, 55",10-SantMartí/73-la Verneda i la Pau,8020.0,10,10,Sant Martí
317,"RAMBLA DE PRIM, 256",41.4256626,2.2008632,11.0,"RAMBLA DE PRIM, 256",10-SantMartí/73-la Verneda i la Pau,8020.0,10,10,Sant Martí
318,"C/ CASTILLEJOS, 388",41.412427,2.170592,77.0,"C/ CASTILLEJOS, 388",07-Horta-Guinardó/33-el Baix Guinardó,8025.0,7,07,Horta-Guinardó
319,"C/ SAGUÉS, 1",41.3937414,2.1455022,51.0,"C/ SAGUÉS, 1",05-Sarrià-StGervasi/26-Sant Gervasi - Galvany,8021.0,5,05,Sarrià-Sant Gervasi
320,"C/ MADRAZO, 39",41.400305,2.149144,67.0,"C/ MADRAZO, 39",05-Sarrià-StGervasi/26-Sant Gervasi - Galvany,8006.0,5,05,Sarrià-Sant Gervasi
321,"C/ SANT HERMENEGILD, 30",41.4031529,2.1445843,79.0,"C/ SANT HERMENEGILD, 30",05-Sarrià-StGervasi/27-el Putxet i el Farró,8006.0,5,05,Sarrià-Sant Gervasi
322,"C/ SANTALÓ, 165",41.4009,2.13892,106.0,"C/ SANTALÓ, 165",05-Sarrià-StGervasi/26-Sant Gervasi - Galvany,8021.0,5,05,Sarrià-Sant Gervasi
323,"C/ VALLMAJOR, 13",41.3981616,2.1386719,88.0,"C/ VALLMAJOR, 13",05-Sarrià-StGervasi/26-Sant Gervasi - Galvany,8021.0,5,05,Sarrià-Sant Gervasi
324,"C/ REINA VICTORIA, 31",41.3969455,2.136346,80.0,"C/ REINA VICTORIA, 31",05-Sarrià-StGervasi/26-Sant Gervasi - Galvany,8021.0,5,05,Sarrià-Sant Gervasi
325,"C/ ALT DE GIRONELLA, 13",41.3949601,2.1302775,82.0,"C/ ALT DE GIRONELLA, 13",05-Sarrià-StGervasi/24-les Tres Torres,8017.0,5,05,Sarrià-Sant Gervasi
326,"C/ BALMES, 409",41.4074131,2.1381069,111.0,"C/ BALMES, 409",05-Sarrià-StGervasi/25-Sant Gervasi - la Bonanova,8022.0,5,05,Sarrià-Sant Gervasi
327,"C/ REUS, 23",41.4050074,2.134603,114.0,"C/ REUS, 23",05-Sarrià-StGervasi/25-Sant Gervasi - la Bonanova,8022.0,5,05,Sarrià-Sant Gervasi
328,"C/ ARTESA DE SEGRE, 2",41.402988,2.1344691,106.0,"C/ ARTESA DE SEGRE, 2",05-Sarrià-StGervasi/25-Sant Gervasi - la Bonanova,8022.0,5,05,Sarrià-Sant Gervasi
329,"C/ DE LES ESCOLES PIES, 99",41.4029965,2.1283866,121.0,"C/ DE LES ESCOLES PIES, 99",05-Sarrià-StGervasi/24-les Tres Torres,8017.0,5,05,Sarrià-Sant Gervasi
330,"C/ PAU ALCOVER, 94",41.401883,2.131524,108.0,"C/ PAU ALCOVER, 94",05-Sarrià-StGervasi/24-les Tres Torres,8017.0,5,05,Sarrià-Sant Gervasi
331,"C/ CASTELLNOU, 65",41.3970497,2.1279409,95.0,"C/ CASTELLNOU, 65",05-Sarrià-StGervasi/24-les Tres Torres,8017.0,5,05,Sarrià-Sant Gervasi
332,"C/ DOCTOR ROUX, 86",41.3998981,2.1281922,104.0,"C/ DOCTOR ROUX, 86",05-Sarrià-StGervasi/24-les Tres Torres,8017.0,5,05,Sarrià-Sant Gervasi
333,"PASSATGE DE SENILLOSA, 3-5",41.3954723,2.1250451,94.0,"PASSATGE DE SENILLOSA, 3-5",05-Sarrià-StGervasi/23-Sarrià,8034.0,5,05,Sarrià-Sant Gervasi
334,"PG. BONANOVA, 100",41.400793,2.122889,117.0,"PG. BONANOVA, 100",05-Sarrià-StGervasi/23-Sarrià,8017.0,5,05,Sarrià-Sant Gervasi
335,"C/ SANTA AMÈLIA, 2",41.3935355,2.1231228,92.0,"C/ SANTA AMÈLIA, 2",05-Sarrià-StGervasi/23-Sarrià,8034.0,5,05,Sarrià-Sant Gervasi
336,"AV. JOSEP VICENÇ FOIX, 52",41.3948771,2.1205394,96.0,"AV. JOSEP VICENÇ FOIX, 52",05-Sarrià-StGervasi/23-Sarrià,8034.0,5,05,Sarrià-Sant Gervasi
