id_estacio,lat,lon,nom_districte,cluster,cluster_name,capacitat_mitja,nab_lab_h06_08,nab_lab_h08_10,nab_lab_h10_12,nab_lab_h12_14,nab_lab_h14_16,nab_lab_h16_18,nab_lab_h18_20,nab_lab_h20_22,nab_lab_h22_00,nab_fest_h06_10,nab_fest_h10_14,nab_fest_h14_18,nab_fest_h18_22,nab_fest_h22_00,std_nab_global,mitja_nab_global,std_nab_punta_matinada,std_nab_punta_tarda,mitja_rang_bicis_norm,mitja_rang_anclatges_norm,ratio_buida_global,ratio_plena_global,ratio_extremes_global,ratio_buida_hora_punta,ratio_plena_hora_punta,nab_mitja_punta_matinada,nab_mitja_punta_tarda
108,41.4022081,2.1649035,Gràcia,2,Origen Commuter Matí,18.5087097028922,0.3294856325082689,0.06530978941313595,0.07336867748277692,0.12548514509207895,0.2444003242605826,0.26092755065158035,0.32017500586023,0.43984380783148125,0.5467786564206552,0.2621836411326608,0.11935393579440877,0.12240692958997151,0.32063453995254043,0.5284801596453799,0.28211375601793653,0.31271224862181185,0.16375320740534924,0.24151981953995122,0.1411213193590477,0.14290180964134666,0.28769388686131386,0.034728558394160586,0.0001330596107055961,0.45012787723785164,0.021312872975277068,0.11363197967323253,0.3043317675517224
109,41.3912605,2.1476308,Eixample,0,Perifèric Baix Ús,21.94176427927405,0.24469351065164907,0.2270832662170755,0.18731093318836614,0.21667668418351005,0.22127605749522272,0.19194133367651495,0.12774765523197576,0.20394673434213362,0.28736564752776067,0.1569507374873896,0.14741818783301086,0.14368742250841374,0.20631120409955958,0.37523373223519096,0.20792005862611898,0.21655268206541406,0.20352428827861485,0.16799940896977886,0.09105312267674756,0.09180293728280237,0.238613899026764,0.004467001216545012,0.0006462895377128953,0.34398976982097185,0.0033034953111679456,0.23029318828211476,0.14730523320391123
11,41.382398,2.194294,Ciutat Vella,3,Ús Mixt Equilibrat,33.44164671250192,0.41473950002056986,0.7369428201325411,0.7412022009337462,0.7024440708592143,0.6158823628957028,0.5608006938395241,0.564185651288551,0.44864271928033594,0.3655119556731763,0.35943580300247213,0.5554920647619852,0.5734850360902874,0.4586933540531554,0.36796180485199137,0.28702195880724735,0.4873470829157462,0.25702451455828895,0.25502950476182407,0.05315909964970366,0.05241705322331055,0.019540754257907543,0.03951870437956204,0.0011024939172749391,0.00479539641943734,0.07821824381926684,0.6658011578011997,0.5602509491087855
110,41.3852585,2.155089,Eixample,0,Perifèric Baix Ús,19.872728678175832,0.31725341442595095,0.11726172452166797,0.10784188506751018,0.14684833039391199,0.22268537081828468,0.21896309324118243,0.23483990527492116,0.32724198458928655,0.445907042134856,0.28221518373342913,0.1825647024131191,0.13725952855197138,0.22834873913609074,0.39326254902272506,0.2511090113654182,0.2744804313133465,0.19566862481226838,0.21402094964726745,0.08288195660259455,0.0828830493820229,0.2249277676399027,0.014655565693430657,0.0,0.3589087809036658,0.00618073316283035,0.16768369556653667,0.22902714878376323
111,41.3847528,2.1546746,Eixample,2,Origen Commuter Matí,19.165815429209466,0.48059015897317126,0.1490159757720244,0.12991593603914783,0.1777320190344498,0.3045487283863582,0.3380521262224252,0.3462874684641568,0.4596609006106227,0.6066180987143127,0.4400887689051872,0.24576278721378694,0.19446195703956573,0.29944791775307605,0.522802341112522,0.2915346385975917,0.3961023687442789,0.23535498267964447,0.2530551147003737,0.1216979294087765,0.12191149203841645,0.16797825425790755,0.03778892944038929,0.0005322384428223844,0.2933716965046888,0.019820971867007674,0.2287897420497313,0.3472056968444195
112,41.3776721,2.157233,Eixample,2,Origen Commuter Matí,18.88488117898716,0.3466093499158379,0.2086137037815899,0.17099892753277848,0.2165199380580356,0.40256397669481603,0.45636743588255146,0.5017684331962254,0.4715916452810542,0.5099103087662284,0.45741935368501496,0.32928101497478923,0.3493328337115622,0.43705006000536795,0.5638179926457825,0.2542287694831697,0.41079510708386785,0.20230143707112028,0.23488542471613696,0.1443756226604579,0.14479664506784226,0.09608804744525548,0.0406021897810219,0.0003231447688564477,0.16656010230179027,0.049978687127024725,0.2378263485960605,0.48859731428449443
113,41.3773113,2.1646742,Eixample,2,Origen Commuter Matí,32.01921956479112,0.5053896339309394,0.28913356652741273,0.19259846223711782,0.17926207671025693,0.23670859053270654,0.332633157873502,0.4789741766165636,0.6508276819932841,0.7021984868967612,0.525899671713302,0.3593602138654199,0.3473958726800001,0.5822361797306638,0.7259571583977431,0.2807295398520003,0.4765496229940356,0.23378857756018978,0.21504110398533238,0.07914704322649134,0.07873023542404478,0.049156021897810216,0.04677995742092458,0.000361161800486618,0.059782608695652176,0.011082693947144074,0.3513256183077661,0.4402661853589335
114,41.376735,2.1740082,Ciutat Vella,1,Central Alta Ocupació,18.609664915491106,0.7045722443450477,0.756906983833195,0.7372481414211904,0.6179906665203406,0.5516000691217113,0.6783492516357189,0.6700503508579587,0.6113033814112421,0.676861996590741,0.6942739733246792,0.49875556741385574,0.4974674737388159,0.6707377066485225,0.7749992587396946,0.25798253558817624,0.6835216571485679,0.22027266782869465,0.26179260062027376,0.08676915094762667,0.08568196720001994,0.015529957420924573,0.15033835158150852,0.00020909367396593673,0.009484228473998295,0.17561807331628304,0.7349739210805298,0.666230526863552
115,41.383597,2.184171,Ciutat Vella,1,Central Alta Ocupació,19.468634705369308,0.39971880689094813,0.4807896431510699,0.6471383497659187,0.6767415317430941,0.6515548509824748,0.6270722508807915,0.6498658122955226,0.7384583339230107,0.7265926280267985,0.3975115757263459,0.5887550544297605,0.7768427171094717,0.7706285946544615,0.7155847820707663,0.2833065690224855,0.5868722454739017,0.2618473277031968,0.2598762543518038,0.1224364907892102,0.12104872324428372,0.03288473236009733,0.13790678223844283,0.0001330596107055961,0.04113384484228474,0.11423699914748509,0.44946834777037736,0.6386177328655956
116,41.3838369,2.1914756,Ciutat Vella,4,Residencial Entrada Tarda,25.16540839500375,0.42826240121366743,0.8014829506981568,0.7306873763872817,0.6348800177706133,0.5434838028117154,0.4441204583978887,0.2874836335004589,0.3190006282349521,0.2870163738598499,0.4721041650866966,0.5820743428656654,0.6267440795071886,0.5556611376650316,0.4347924939388419,0.29667447681889614,0.4582750548317623,0.24131028687143768,0.24492788279748887,0.09273177383256465,0.09219018777535022,0.05649330900243309,0.0820977798053528,5.702554744525547e-05,0.09558823529411764,0.2013000852514919,0.7322202051888279,0.3181049064592058
